label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
BUENOSDIAS,0.4221007227897644,0.6973280906677246,1.0218585799748325e-07,0.40331417322158813,0.6733462810516357,-0.00786243099719286,0.39442843198776245,0.6325105428695679,-0.01713642291724682,0.3916324973106384,0.5942530632019043,-0.023674342781305313,0.38803768157958984,0.5641536712646484,-0.030638189986348152,0.3970761001110077,0.646041750907898,-0.03947882726788521,0.3933561444282532,0.5944895148277283,-0.05536331608891487,0.39081501960754395,0.5623394846916199,-0.062499649822711945,0.3878262937068939,0.5396418571472168,-0.065463125705719,0.41370418667793274,0.6474008560180664,-0.0390535369515419,0.42047569155693054,0.5915125012397766,-0.05099480226635933,0.4242696762084961,0.5620419979095459,-0.05166476592421532,0.42624935507774353,0.5444660782814026,-0.051542140543460846,0.4303850829601288,0.6476545333862305,-0.037608399987220764,0.4362945854663849,0.5942865014076233,-0.046785470098257065,0.4381667971611023,0.5671055316925049,-0.0457257516682148,0.4387352764606476,0.5503179430961609,-0.044163256883621216,0.44484323263168335,0.6477147936820984,-0.0359562523663044,0.44792795181274414,0.6043346524238586,-0.041178591549396515,0.44804537296295166,0.5817515254020691,-0.039665114134550095,0.44773027300834656,0.5679023265838623,-0.038054458796978
BUENOSDIAS,0.5336987972259521,0.7947755455970764,1.4742542475687515e-07,0.5231878757476807,0.767796516418457,-0.011413343250751495,0.5086031556129456,0.7448638677597046,-0.019908364862203598,0.5008190274238586,0.7204053401947021,-0.027492845430970192,0.49708041548728943,0.6958452463150024,-0.035399507731199265,0.48484721779823303,0.7804294228553772,-0.013478155247867107,0.4642268717288971,0.7843191027641296,-0.023292256519198418,0.45092377066612244,0.7850894331932068,-0.03109000064432621,0.4417930841445923,0.7851476669311523,-0.03616691753268242,0.48653846979141235,0.7968562841415405,-0.013386629521846771,0.4653090834617615,0.8018173575401306,-0.021687911823391914,0.4507969617843628,0.8034526705741882,-0.028336752206087112,0.44081348180770874,0.8045045137405396,-0.03291001915931702,0.4916779398918152,0.8113102316856384,-0.014502383768558502,0.4725680947303772,0.8203151822090149,-0.021391458809375763,0.45991986989974976,0.8225974440574646,-0.025435402989387512,0.450366735458374,0.8232611417770386,-0.027971092611551285,0.4998323917388916,0.8229808211326599,-0.016701383516192436,0.4869476854801178,0.8358696103096008,-0.02202344313263893,0.47766566276550293,0.8418346047401428,-0.023846793919801712,0.47005125880241394,0.8457567691802979,-0.024852430447936058
BUENOSDIAS,0.5286266803741455,0.7732715010643005,1.7122698636740097e-07,0.5201184749603271,0.7405064105987549,-0.008585821837186813,0.5038126111030579,0.7132030129432678,-0.014663297683000565,0.493649959564209,0.6903546452522278,-0.02031063288450241,0.4902251064777374,0.6656458973884583,-0.026665272191166878,0.4838540852069855,0.7385877966880798,-0.013682432472705841,0.4632262885570526,0.7344475984573364,-0.02238623797893524,0.44986313581466675,0.732579231262207,-0.028387364000082016,0.4389663636684418,0.7307628989219666,-0.03231409564614296,0.48299440741539,0.7606923580169678,-0.014656013809144497,0.459529310464859,0.7603062391281128,-0.022992564365267754,0.4438741207122803,0.7585645914077759,-0.02845737896859646,0.4315469563007355,0.757045328617096,-0.03191223368048668,0.48572805523872375,0.7818464636802673,-0.016318071633577347,0.4637506902217865,0.7859708666801453,-0.023693950846791267,0.4496113955974579,0.784423828125,-0.027678271755576134,0.43850573897361755,0.782461941242218,-0.029738130047917366,0.4913554787635803,0.8016967177391052,-0.0186711885035038,0.47385528683662415,0.8102079033851624,-0.02430083602666855,0.4624723196029663,0.8112980127334595,-0.026260526850819588,0.4531507194042206,0.8106060028076172,-0.02712678164243698
BUENOSDIAS,0.5208333730697632,0.7605648040771484,2.0278858414712886e-07,0.5166047811508179,0.725366473197937,-0.013735960237681866,0.502830982208252,0.6906406879425049,-0.021961500868201256,0.4892289340496063,0.6623725891113281,-0.027678288519382477,0.4813120663166046,0.6399255990982056,-0.03355890512466431,0.48355793952941895,0.7178606986999512,-0.02293519675731659,0.4604703187942505,0.7091754674911499,-0.032327864319086075,0.444836288690567,0.701927125453949,-0.038081105798482895,0.43261247873306274,0.696219801902771,-0.041613250970840454,0.47910213470458984,0.7411358952522278,-0.019594233483076096,0.4556487798690796,0.7299659848213196,-0.02810554765164852,0.43890246748924255,0.7200107574462891,-0.032769229263067245,0.4253413677215576,0.7118878960609436,-0.035834845155477524,0.4777308404445648,0.7601779699325562,-0.0166275966912508,0.45641499757766724,0.7514251470565796,-0.023810191079974174,0.44052553176879883,0.7425110936164856,-0.026847830042243004,0.42769089341163635,0.7343845367431641,-0.028526244685053825,0.4790937602519989,0.7759527564048767,-0.01455262303352356,0.4607991576194763,0.7728461623191833,-0.020154409110546112,0.4484871029853821,0.7681421637535095,-0.021785512566566467,0.4383681118488312,0.7627113461494446,-0.022469237446784973
BUENOSDIAS,0.43446290493011475,0.4693537652492523,1.3261571041311981e-07,0.42217233777046204,0.4414770305156708,-0.0028773974627256393,0.41637393832206726,0.40816691517829895,-0.005758862942457199,0.4126088619232178,0.3820521831512451,-0.008495870977640152,0.4058881998062134,0.36521661281585693,-0.011441435664892197,0.4369952082633972,0.38645419478416443,-0.0055609093979001045,0.4467048943042755,0.3533429503440857,-0.009907650761306286,0.45264074206352234,0.3328622281551361,-0.013424471020698547,0.4576270878314972,0.3174138069152832,-0.01577606238424778,0.4476020038127899,0.39333561062812805,-0.0075824931263923645,0.4582688808441162,0.35755401849746704,-0.010258330032229424,0.46467092633247375,0.33540433645248413,-0.012692896649241447,0.4696480631828308,0.3178216814994812,-0.014771170914173126,0.4571133852005005,0.4039647579193115,-0.00983254425227642,0.46659302711486816,0.3701363801956177,-0.01242017187178135,0.4723917841911316,0.3494386672973633,-0.013366338796913624,0.47640299797058105,0.33313003182411194,-0.01423603668808937,0.46544769406318665,0.4171786308288574,-0.012343687936663628,0.47276344895362854,0.39028400182724,-0.014235167764127254,0.4772983193397522,0.37421131134033203,-0.01357830036431551,0.4811079502105713,0.36081424355506897,-0.013013913296163082
BUENOSDIAS,0.4352234899997711,0.47025036811828613,1.1225054663555056e-07,0.4238649904727936,0.4408634901046753,-0.002621731720864773,0.4187934100627899,0.407021701335907,-0.00567238824442029,0.41577789187431335,0.3810780346393585,-0.008642795495688915,0.4100222885608673,0.36471205949783325,-0.011797931976616383,0.43892231583595276,0.3832128345966339,-0.005953912623226643,0.44966912269592285,0.3504573106765747,-0.01036092545837164,0.456640362739563,0.3305774927139282,-0.013820522464811802,0.4621576964855194,0.3147532641887665,-0.016122454777359962,0.4498538374900818,0.3906790018081665,-0.008087148889899254,0.4610166549682617,0.3549412488937378,-0.01094742864370346,0.4686068892478943,0.3331753611564636,-0.013406564481556416,0.47445520758628845,0.315762996673584,-0.015396267175674438,0.4593353569507599,0.4026166796684265,-0.010391638614237309,0.46969202160835266,0.36835387349128723,-0.012925290502607822,0.4762311577796936,0.34744805097579956,-0.01454250980168581,0.4808436930179596,0.33129680156707764,-0.015827897936105728,0.4674704670906067,0.4173542261123657,-0.012912088073790073,0.47546127438545227,0.3892362713813782,-0.014989382587373257,0.4803052246570587,0.3726193308830261,-0.01502673514187336,0.48424673080444336,0.3590616285800934,-0.014836751855909824
BUENOSDIAS,0.43479499220848083,0.4724261164665222,1.0252166049440348e-07,0.423897385597229,0.4415232539176941,-0.0020869323052465916,0.4191244840621948,0.40720728039741516,-0.005041774362325668,0.4158404767513275,0.3810654282569885,-0.008024073205888271,0.4097282588481903,0.36492979526519775,-0.011207131668925285,0.4386617839336395,0.3835896849632263,-0.005564043298363686,0.44922935962677,0.3509683310985565,-0.010033766739070415,0.45637229084968567,0.33122411370277405,-0.013548413291573524,0.4619915783405304,0.31561270356178284,-0.01588064432144165,0.44990232586860657,0.3910692632198334,-0.007974992506206036,0.460811972618103,0.35495665669441223,-0.010759525932371616,0.46809419989585876,0.33338162302970886,-0.01308255922049284,0.47364962100982666,0.3156616687774658,-0.015032715164124966,0.4596270024776459,0.4029414653778076,-0.01052669994533062,0.46975815296173096,0.3675890862941742,-0.013000058010220528,0.47630420327186584,0.3472118377685547,-0.014317717403173447,0.48065701127052307,0.331590473651886,-0.015424735844135284,0.46789321303367615,0.41782039403915405,-0.013266666792333126,0.47569283843040466,0.38890257477760315,-0.015087341889739037,0.4806501865386963,0.3724583685398102,-0.01474878378212452,0.48452574014663696,0.3592706024646759,-0.014344250783324242
BUENOSDIAS,0.4352681338787079,0.47169992327690125,1.0251347504208752e-07,0.424763023853302,0.440462589263916,-0.0017498813103884459,0.42024701833724976,0.40651312470436096,-0.0046262894757092,0.41718265414237976,0.38095396757125854,-0.007562773767858744,0.4111468195915222,0.3650866448879242,-0.010738915763795376,0.4394289553165436,0.38400721549987793,-0.006028115749359131,0.45074838399887085,0.35001522302627563,-0.010358073748648167,0.45815205574035645,0.33010515570640564,-0.013449314050376415,0.463870644569397,0.31448233127593994,-0.01538461446762085,0.45039331912994385,0.3922526240348816,-0.008419213816523552,0.46171835064888,0.3548601269721985,-0.011084633879363537,0.4690837264060974,0.3330759108066559,-0.013043994084000587,0.4746052026748657,0.3154489994049072,-0.014695746824145317,0.46005481481552124,0.4044565260410309,-0.010860497131943703,0.4703678488731384,0.3680633008480072,-0.013104411773383617,0.4768763780593872,0.3470958173274994,-0.014234142377972603,0.4812484383583069,0.3310402035713196,-0.01521421317011118,0.4685131311416626,0.41929078102111816,-0.01343755703419447,0.47623878717422485,0.38950446248054504,-0.015020981431007385,0.4812575876712799,0.372903048992157,-0.014564784243702888,0.48524338006973267,0.35950011014938354,-0.014088247902691364
BUENOSDIAS,0.436527818441391,0.471058189868927,1.0238726133593445e-07,0.4250917434692383,0.4404248595237732,-0.002058120910078287,0.4203554689884186,0.4074828624725342,-0.005178792402148247,0.4171852469444275,0.38171470165252686,-0.008345385082066059,0.41124406456947327,0.3660915791988373,-0.011709931306540966,0.43936190009117126,0.38543832302093506,-0.006146435160189867,0.4500182569026947,0.3519991338253021,-0.010612701997160912,0.4571962356567383,0.33215561509132385,-0.013826844282448292,0.4629555642604828,0.31667473912239075,-0.015842171385884285,0.45062199234962463,0.3928004503250122,-0.00851097609847784,0.4617612063884735,0.35541659593582153,-0.011293423362076283,0.46896669268608093,0.33319562673568726,-0.013357042334973812,0.4746573865413666,0.31546255946159363,-0.01511311624199152,0.46043160557746887,0.40415653586387634,-0.01097637414932251,0.47074568271636963,0.3677859306335449,-0.013310922309756279,0.47725075483322144,0.34688302874565125,-0.014492688700556755,0.48172494769096375,0.3311678469181061,-0.015519392676651478,0.46871820092201233,0.41795745491981506,-0.013626893050968647,0.47647401690483093,0.38856959342956543,-0.015111899003386497,0.48129338026046753,0.3721698522567749,-0.014607529155910015,0.48503372073173523,0.3591625988483429,-0.01415470615029335
BUENOSDIAS,0.436269611120224,0.4713137149810791,1.088365877421893e-07,0.4245656132698059,0.441399484872818,-0.002418618183583021,0.41965341567993164,0.4086974859237671,-0.005611622706055641,0.416228324174881,0.3830956220626831,-0.00879077147692442,0.4096671938896179,0.3680363893508911,-0.012210293672978878,0.4387541115283966,0.38743042945861816,-0.006482727825641632,0.4493010640144348,0.3542247414588928,-0.01102342177182436,0.4564043879508972,0.3341832756996155,-0.014266593381762505,0.46218082308769226,0.31855660676956177,-0.0162965077906847,0.45001789927482605,0.39478448033332825,-0.008665952831506729,0.46127256751060486,0.35781410336494446,-0.011503934860229492,0.46850621700286865,0.3355332314968109,-0.01354630570858717,0.47434043884277344,0.317829966545105,-0.015273937955498695,0.45970359444618225,0.4059077501296997,-0.01098632998764515,0.4699496626853943,0.3701346218585968,-0.013423388823866844,0.47633102536201477,0.34916841983795166,-0.014658198691904545,0.4808013439178467,0.33339330554008484,-0.01570551097393036,0.46778982877731323,0.41912519931793213,-0.013523048721253872,0.4754691421985626,0.39063283801078796,-0.015168686397373676,0.4803276062011719,0.37428027391433716,-0.014815470203757286,0.4841865599155426,0.3611516058444977,-0.014481966383755207
BUENOSDIAS,0.43320316076278687,0.48684272170066833,9.343419549168175e-08,0.42116186022758484,0.4568057060241699,-0.002731215674430132,0.41680893301963806,0.4217400848865509,-0.006173854693770409,0.41292065382003784,0.39340388774871826,-0.009678462520241737,0.40504035353660583,0.37638741731643677,-0.013371310196816921,0.43407535552978516,0.401448518037796,-0.005950324237346649,0.44372037053108215,0.36758100986480713,-0.010665848851203918,0.4501546025276184,0.34633058309555054,-0.014316116459667683,0.45519912242889404,0.3292404115200043,-0.01681326888501644,0.44518181681632996,0.40752533078193665,-0.008524700999259949,0.45604267716407776,0.3702588677406311,-0.011789984069764614,0.4632264971733093,0.34675973653793335,-0.01454678364098072,0.4687099754810333,0.32805514335632324,-0.016811542212963104,0.4549037218093872,0.41838982701301575,-0.011312408372759819,0.46513819694519043,0.3829382658004761,-0.014190330170094967,0.47162365913391113,0.3607780337333679,-0.01599065028131008,0.47592872381210327,0.3436813950538635,-0.01742890104651451,0.4631498157978058,0.4316585063934326,-0.014365931041538715,0.47127509117126465,0.4035441279411316,-0.0163178239017725,0.4759541451931,0.3858899772167206,-0.01631242036819458,0.4794835150241852,0.3717566132545471,-0.016286570578813553
